"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Pseudomonas_aeruginosa_strain1","Pseudomonas_aeruginosa_strain2"
"group_1280","","hypothetical protein","2","2","1","1","5701","","","","314","314","314","HCGKCINC_02102","PIELJBDO_03098"
"qseC_1","","Sensor protein QseC","2","2","1","1","5249","","","","1322","1322","1322","HCGKCINC_02551","PIELJBDO_02656"
"hemY","","Protein HemY","2","2","1","1","642","","","","1238","1238","1238","HCGKCINC_05437","PIELJBDO_05663"
"yabJ_4","","2-iminobutanoate/2-iminopropanoate deaminase","2","2","1","1","557","","","","380","380","380","HCGKCINC_05519","PIELJBDO_05745"
"group_1284","","hypothetical protein","2","2","1","1","4189","","","","473","473","473","HCGKCINC_03581","PIELJBDO_01549"
"mdtA_4","","Multidrug resistance protein MdtA","2","2","1","1","4248","","","","971","971","971","HCGKCINC_03522","PIELJBDO_01607"
"group_1286","","hypothetical protein","2","2","1","1","1280","","","","182","182","182","HCGKCINC_04790","PIELJBDO_05011"
"waaA","","3-deoxy-D-manno-octulosonic acid transferase","2","2","1","1","918","","","","1277","1277","1277","HCGKCINC_05161","PIELJBDO_05385"
"bepA_4","","Beta-barrel assembly-enhancing protease","2","2","1","1","858","","","","1439","1439","1439","HCGKCINC_05220","PIELJBDO_05444"
"hemN","","Oxygen-independent coproporphyrinogen III oxidase","2","2","1","1","3677","","","","1382","1382","1382","HCGKCINC_01588","PIELJBDO_03612"
"group_129","","hypothetical protein","2","2","1","1","3667","","","","539","539","539","HCGKCINC_01578","PIELJBDO_03622"
"bamD","","Outer membrane protein assembly factor BamD","2","2","1","1","1375","","","","1025","1025","1025","HCGKCINC_04694","PIELJBDO_04915"
"lytR","","Sensory transduction protein LytR","2","2","1","1","638","","","","746","746","746","HCGKCINC_05441","PIELJBDO_05667"
"group_1292","rhaS_6","HTH-type transcriptional activator RhaS","2","2","1","1","5692","","","","932","932","932","HCGKCINC_02111","PIELJBDO_03089"
"group_1293","","hypothetical protein","2","2","1","1","2790","","","","422","422","422","HCGKCINC_04315","PIELJBDO_00792"
"group_1294","","hypothetical protein","2","2","1","1","1828","","","","836","836","836","HCGKCINC_00170","PIELJBDO_00169"
"group_1295","","hypothetical protein","2","2","1","1","2623","","","","461","461","461","HCGKCINC_04155","PIELJBDO_00953"
"ybiT","","putative ABC transporter ATP-binding protein YbiT","2","2","1","1","5778","","","","1565","1565","1565","HCGKCINC_02026","PIELJBDO_03173"
"group_1297","","hypothetical protein","2","2","1","1","3365","","","","884","884","884","HCGKCINC_01278","PIELJBDO_03914"
"group_1298","rcsC_8","Sensor histidine kinase RcsC","2","2","1","1","4306","","","","1715","1715","1715","HCGKCINC_03465","PIELJBDO_01668"
"group_1299","","hypothetical protein","2","2","1","1","1355","","","","464","464","464","HCGKCINC_04714","PIELJBDO_04935"
"glpT_1","","Glycerol-3-phosphate transporter","2","2","1","1","3701","","","","1370","1388","1379","HCGKCINC_01613","PIELJBDO_03588"
"ibaG","","Acid stress protein IbaG","2","2","1","1","100","","","","239","239","239","HCGKCINC_04596","PIELJBDO_04710"
"benC","","Benzoate 1,2-dioxygenase electron transfer component","2","2","1","1","5213","","","","1013","1013","1013","HCGKCINC_02587","PIELJBDO_02620"
"paoA","","Aldehyde oxidoreductase iron-sulfur-binding subunit PaoA","2","2","1","1","5809","","","","512","512","512","HCGKCINC_01993","PIELJBDO_03203"
"gtaB","","UTP--glucose-1-phosphate uridylyltransferase","2","2","1","1","5716","","","","839","839","839","HCGKCINC_02087","PIELJBDO_03113"
"group_1304","yqjD_2","putative protein YqjD","2","2","1","1","4631","","","","329","329","329","HCGKCINC_03147","PIELJBDO_02004"
"iscX","","Protein IscX","2","2","1","1","2399","","","","200","200","200","HCGKCINC_03933","PIELJBDO_01181"
"group_1306","","hypothetical protein","2","2","1","1","185","","","","2063","2063","2063","HCGKCINC_04511","PIELJBDO_04625"
"group_1307","","hypothetical protein","2","2","1","1","1081","","","","455","455","455","HCGKCINC_04997","PIELJBDO_05220"
"pstS","","Phosphate-binding protein PstS","2","2","1","1","527","","","","971","971","971","HCGKCINC_05549","PIELJBDO_05775"
"yscY","","Chaperone protein YscY","2","2","1","1","6053","","","","329","329","329","HCGKCINC_01749","PIELJBDO_03448"
"group_131","","hypothetical protein","2","2","1","1","6153","","","","782","905","843","HCGKCINC_01649","PIELJBDO_03552"
"cat1","","Succinyl-CoA:coenzyme A transferase","2","2","1","1","448","","","","1493","1493","1493","HCGKCINC_05633","PIELJBDO_05859"
"group_1311","","hypothetical protein","2","2","1","1","6001","","","","497","497","497","HCGKCINC_01801","PIELJBDO_03396"
"ramA","","(R)-stereoselective amidase","2","2","1","1","4065","","","","815","815","815","HCGKCINC_03722","PIELJBDO_01425"
"mbtH","","Protein MbtH","2","2","1","1","5317","","","","218","218","218","HCGKCINC_02484","PIELJBDO_02728"
"group_1314","","hypothetical protein","2","2","1","1","1177","","","","293","293","293","HCGKCINC_04900","PIELJBDO_05121"
"farR","","HTH-type transcriptional regulator FarR","2","2","1","1","2735","","","","422","422","422","HCGKCINC_04267","PIELJBDO_00846"
"group_1316","","hypothetical protein","2","2","1","1","3613","","","","416","416","416","HCGKCINC_01525","PIELJBDO_03675"
"napD","","Chaperone NapD","2","2","1","1","3297","","","","329","329","329","HCGKCINC_01213","PIELJBDO_03995"
"group_1318","mdtB_1","Multidrug resistance protein MdtB","2","2","1","1","5200","","","","3131","3131","3131","HCGKCINC_02599","PIELJBDO_02607"
"group_1319","","hypothetical protein","2","2","1","1","1797","","","","917","917","917","HCGKCINC_00139","PIELJBDO_00137"
"group_132","","hypothetical protein","2","2","1","1","6152","","","","896","1034","965","HCGKCINC_01650","PIELJBDO_03551"
"group_1320","","hypothetical protein","2","2","1","1","3488","","","","323","323","323","HCGKCINC_01402","PIELJBDO_03790"
"ywiE_2","","putative cardiolipin synthase YwiE","2","2","1","1","502","","","","1475","1475","1475","HCGKCINC_05579","PIELJBDO_05805"
"group_1322","","hypothetical protein","2","2","1","1","5490","","","","1436","1436","1436","HCGKCINC_02312","PIELJBDO_02895"
"oxyR_2","","Hydrogen peroxide-inducible genes activator","2","2","1","1","552","","","","932","932","932","HCGKCINC_05524","PIELJBDO_05750"
"group_1324","","hypothetical protein","2","2","1","1","1175","","","","197","197","197","HCGKCINC_04902","PIELJBDO_05123"
"group_1325","","hypothetical protein","2","2","1","1","3075","","","","644","644","644","HCGKCINC_00767","PIELJBDO_04447"
"group_1326","","hypothetical protein","2","2","1","1","3532","","","","227","227","227","HCGKCINC_01445","PIELJBDO_03754"
"group_1327","","hypothetical protein","2","2","1","1","4322","","","","914","914","914","HCGKCINC_03449","PIELJBDO_01684"
"group_1328","","hypothetical protein","2","2","1","1","2194","","","","452","452","452","HCGKCINC_00527","PIELJBDO_00537"
"group_1329","","hypothetical protein","2","2","1","1","493","","","","206","206","206","HCGKCINC_05588","PIELJBDO_05814"
"mtnC","","Enolase-phosphatase E1","2","2","1","1","6071","","","","677","749","713","HCGKCINC_01731","PIELJBDO_03466"
"lptG","","Lipopolysaccharide export system permease protein LptG","2","2","1","1","2418","","","","1067","1067","1067","HCGKCINC_03953","PIELJBDO_01161"
"ybdM","","putative protein YbdM","2","2","1","1","5608","","","","635","635","635","HCGKCINC_02192","PIELJBDO_03015"
"metN_2","","Methionine import ATP-binding protein MetN","2","2","1","1","391","","","","1007","1007","1007","HCGKCINC_05690","PIELJBDO_05916"
"oqxB7","","multidrug efflux RND transporter permease subunit OqxB7","2","2","1","1","5235","","","","3188","3188","3188","HCGKCINC_02565","PIELJBDO_02642"
"group_1334","","hypothetical protein","2","2","1","1","850","","","","371","371","371","HCGKCINC_05228","PIELJBDO_05452"
"group_1335","","hypothetical protein","2","2","1","1","1592","","","","254","254","254","HCGKCINC_00973","PIELJBDO_04235"
"malT_2","","HTH-type transcriptional regulator MalT","2","2","1","1","5995","","","","2570","2570","2570","HCGKCINC_01807","PIELJBDO_03390"
"group_1337","","hypothetical protein","2","2","1","1","4924","","","","209","209","209","HCGKCINC_02858","PIELJBDO_02302"
"leuC","","3-isopropylmalate dehydratase large subunit","2","2","1","1","4550","","","","1424","1424","1424","HCGKCINC_03230","PIELJBDO_01920"
"dctD_1","","C4-dicarboxylate transport transcriptional regulatory protein DctD","2","2","1","1","3461","","","","1325","1325","1325","HCGKCINC_01375","PIELJBDO_03817"
"group_134","","hypothetical protein","2","2","1","1","6070","","","","191","191","191","HCGKCINC_01732","PIELJBDO_03465"
"pitA_2","","Low-affinity inorganic phosphate transporter 1","2","2","1","1","262","","","","1469","1469","1469","HCGKCINC_04433","PIELJBDO_04548"
"ecfA2","","Energy-coupling factor transporter ATP-binding protein EcfA2","2","2","1","1","2430","","","","794","794","794","HCGKCINC_03964","PIELJBDO_01149"
"mlaD","","Intermembrane phospholipid transport system binding protein MlaD","2","2","1","1","97","","","","473","473","473","HCGKCINC_04599","PIELJBDO_04713"
"rpoN","","RNA polymerase sigma-54 factor","2","2","1","1","88","","","","1493","1493","1493","HCGKCINC_04608","PIELJBDO_04722"
"proP_4","","Proline/betaine transporter","2","2","1","1","417","","","","1289","1289","1289","HCGKCINC_05664","PIELJBDO_05890"
"nqrE","","Na(+)-translocating NADH-quinone reductase subunit E","2","2","1","1","4675","","","","608","608","608","HCGKCINC_03101","PIELJBDO_02050"
"pheA","","Bifunctional chorismate mutase/prephenate dehydratase","2","2","1","1","4497","","","","1097","1097","1097","HCGKCINC_03277","PIELJBDO_01878"
"rplS","","50S ribosomal protein L19","2","2","1","1","3922","","","","350","350","350","HCGKCINC_03866","PIELJBDO_01281"
"vfr","","Cyclic AMP receptor-like protein","2","2","1","1","2338","","","","644","644","644","HCGKCINC_00666","PIELJBDO_00674"
"atoE","","Putative short-chain fatty acid transporter","2","2","1","1","5738","","","","1424","1424","1424","HCGKCINC_02065","PIELJBDO_03134"
"group_135","","hypothetical protein","2","2","1","1","6044","","","","245","245","245","HCGKCINC_01758","PIELJBDO_03439"
"mtnD","","Acireductone dioxygenase","2","2","1","1","6072","","","","545","545","545","HCGKCINC_01730","PIELJBDO_03467"
"aqpZ","","Aquaporin Z","2","2","1","1","2631","","","","689","689","689","HCGKCINC_04163","PIELJBDO_00945"
"hisD","","Histidinol dehydrogenase","2","2","1","1","103","","","","1322","1322","1322","HCGKCINC_04593","PIELJBDO_04707"
"group_1353","","hypothetical protein","2","2","1","1","1505","","","","503","503","503","HCGKCINC_00883","PIELJBDO_04325"
"pip","","Proline iminopeptidase","2","2","1","1","825","","","","971","971","971","HCGKCINC_05253","PIELJBDO_05477"
"grxC","","Glutaredoxin 3","2","2","1","1","775","","","","254","254","254","HCGKCINC_05302","PIELJBDO_05527"
"group_1356","","hypothetical protein","2","2","1","1","5045","","","","308","308","308","HCGKCINC_02739","PIELJBDO_02423"
"group_1357","","hypothetical protein","2","2","1","1","2071","","","","593","593","593","HCGKCINC_00403","PIELJBDO_00417"
"fabV","","Enoyl-[acyl-carrier-protein] reductase [NADH]","2","2","1","1","4721","","","","1196","1196","1196","HCGKCINC_03055","PIELJBDO_02096"
"group_1359","","putative protein","2","2","1","1","5907","","","","362","362","362","HCGKCINC_01899","PIELJBDO_03297"
"exsB","","Type 3 secretion system pilotin","2","2","1","1","6043","","","","413","413","413","HCGKCINC_01759","PIELJBDO_03438"
"group_1360","","hypothetical protein","2","2","1","1","3626","","","","851","851","851","HCGKCINC_01538","PIELJBDO_03662"
"dnaJ","","Chaperone protein DnaJ","2","2","1","1","1154","","","","1133","1133","1133","HCGKCINC_04925","PIELJBDO_05146"
"gltK","","Glutamate/aspartate import permease protein GltK","2","2","1","1","3466","","","","665","665","665","HCGKCINC_01380","PIELJBDO_03812"
"lecA","","PA-I galactophilic lectin","2","2","1","1","5153","","","","368","368","368","HCGKCINC_02646","PIELJBDO_02560"
"group_1364","","hypothetical protein","2","2","1","1","3684","","","","185","185","185","HCGKCINC_01595","PIELJBDO_03605"
"group_1365","","hypothetical protein","2","2","1","1","6007","","","","188","188","188","HCGKCINC_01795","PIELJBDO_03402"
"rpoS","","RNA polymerase sigma factor RpoS","2","2","1","1","4041","","","","1004","1004","1004","HCGKCINC_03746","PIELJBDO_01401"
"acnB","","Aconitate hydratase B","2","2","1","1","5968","","","","2609","2609","2609","HCGKCINC_01835","PIELJBDO_03362"
"genK","","Gentisate transporter","2","2","1","1","1008","","","","1340","1340","1340","HCGKCINC_05070","PIELJBDO_05294"
"group_1369","","hypothetical protein","2","2","1","1","5418","","","","158","158","158","HCGKCINC_02384","PIELJBDO_02825"
"pscE","","Type III export protein PscE","2","2","1","1","6037","","","","203","203","203","HCGKCINC_01765","PIELJBDO_03432"
"accB_1","","Biotin carboxyl carrier protein of acetyl-CoA carboxylase","2","2","1","1","2171","","","","248","248","248","HCGKCINC_00505","PIELJBDO_00517"
"group_1371","","hypothetical protein","2","2","1","1","2632","","","","1001","1001","1001","HCGKCINC_04164","PIELJBDO_00944"
"group_1372","","hypothetical protein","2","2","1","1","5493","","","","1328","1328","1328","HCGKCINC_02309","PIELJBDO_02898"
"group_1373","","hypothetical protein","2","2","1","1","948","","","","2075","2075","2075","HCGKCINC_05131","PIELJBDO_05355"
"group_1374","","hypothetical protein","2","2","1","1","2718","","","","569","569","569","HCGKCINC_04250","PIELJBDO_00863"
"ppsR","","Phosphoenolpyruvate synthase regulatory protein","2","2","1","1","5985","","","","818","818","818","HCGKCINC_01817","PIELJBDO_03380"
"pqiA_1","","Intermembrane transport protein PqiA","2","2","1","1","1225","","","","620","620","620","HCGKCINC_04847","PIELJBDO_05068"
"gcvA_8","","Glycine cleavage system transcriptional activator","2","2","1","1","993","","","","938","938","938","HCGKCINC_05084","PIELJBDO_05308"
"lolB","","Outer-membrane lipoprotein LolB","2","2","1","1","1247","","","","617","617","617","HCGKCINC_04823","PIELJBDO_05044"
"kbp","","Potassium binding protein Kbp","2","2","1","1","724","","","","437","437","437","HCGKCINC_05355","PIELJBDO_05581"
"group_138","","hypothetical protein","2","2","1","1","6003","","","","380","380","380","HCGKCINC_01799","PIELJBDO_03398"
"group_1380","","hypothetical protein","2","2","1","1","3355","","","","188","188","188","HCGKCINC_01268","PIELJBDO_03923"
"crt_3","","Short-chain-enoyl-CoA hydratase","2","2","1","1","5930","","","","812","812","812","HCGKCINC_01876","PIELJBDO_03320"
"nemA_3","","N-ethylmaleimide reductase","2","2","1","1","197","","","","1052","1052","1052","HCGKCINC_04498","PIELJBDO_04613"
"napB","","Periplasmic nitrate reductase, electron transfer subunit","2","2","1","1","3295","","","","491","491","491","HCGKCINC_01211","PIELJBDO_03997"
"hmuV","","Hemin import ATP-binding protein HmuV","2","2","1","1","1208","","","","767","767","767","HCGKCINC_04869","PIELJBDO_05090"
"apbC","","Iron-sulfur cluster carrier protein","2","2","1","1","4166","","","","1094","1094","1094","HCGKCINC_03604","PIELJBDO_01526"
"group_1386","","hypothetical protein","2","2","1","1","1778","","","","635","635","635","HCGKCINC_00120","PIELJBDO_00118"
"osmC","","Peroxiredoxin OsmC","2","2","1","1","1718","","","","425","425","425","HCGKCINC_00065","PIELJBDO_00061"
"group_1388","prpC_3","2-methylcitrate synthase","2","2","1","1","3019","","","","1127","1127","1127","HCGKCINC_00822","PIELJBDO_04391"
"cdhR_4","","HTH-type transcriptional regulator CdhR","2","2","1","1","115","","","","998","998","998","HCGKCINC_04581","PIELJBDO_04695"
"cysH","","Phosphoadenosine phosphosulfate reductase","2","2","1","1","5998","","","","734","803","768","HCGKCINC_01804","PIELJBDO_03393"
"group_1390","","hypothetical protein","2","2","1","1","4995","","","","845","845","845","HCGKCINC_02789","PIELJBDO_02373"
"mexB_1","","Multidrug resistance protein MexB","2","2","1","1","2105","","","","3140","3140","3140","HCGKCINC_00437","PIELJBDO_00451"
"gdhA","","NADP-specific glutamate dehydrogenase","2","2","1","1","1331","","","","1337","1337","1337","HCGKCINC_04739","PIELJBDO_04960"
"group_1393","","hypothetical protein","2","2","1","1","4407","","","","1058","1058","1058","HCGKCINC_03362","PIELJBDO_01771"
"group_1394","","hypothetical protein","2","2","1","1","1277","","","","206","206","206","HCGKCINC_04793","PIELJBDO_05014"
"group_1395","","hypothetical protein","2","2","1","1","3908","","","","500","500","500","HCGKCINC_03880","PIELJBDO_01267"
"puuR_3","","HTH-type transcriptional regulator PuuR","2","2","1","1","595","","","","548","548","548","HCGKCINC_05481","PIELJBDO_05708"
