"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","Klebsiella_pneumoniae_strain1","Klebsiella_pneumoniae_strain2"
"copA_2","","Copper resistance protein A","2","2","1","95","83","","","","1817","1817","1817","JODDOAAB_05094","MDIKJABB_02677"
"yidH","","Inner membrane protein YidH","2","2","1","90","29","","","","347","347","347","JODDOAAB_04379","MDIKJABB_03477"
"rpsR","","30S ribosomal protein S18","2","2","1","91","162","","","","227","227","227","JODDOAAB_02388","MDIKJABB_03165"
"rpiA","","Ribose-5-phosphate isomerase A","2","2","1","81","9","","","","659","659","659","JODDOAAB_04948","MDIKJABB_04765"
"rfaH","","Transcription antitermination protein RfaH","2","2","1","88","82","","","","488","488","488","JODDOAAB_04632","MDIKJABB_03599"
"group_2087","","hypothetical protein","2","2","1","93","426","","","","614","614","614","JODDOAAB_01118","MDIKJABB_05501"
"tesB","","Acyl-CoA thioesterase 2","2","2","1","93","859","","","","863","863","863","JODDOAAB_00179","MDIKJABB_00155"
"pdxK","","Pyridoxine/pyridoxal/pyridoxamine kinase","2","2","1","95","1402","","","","866","866","866","JODDOAAB_01541","MDIKJABB_01461"
"group_209","","hypothetical protein","2","2","1","95","228","","","","458","482","470","JODDOAAB_03770","MDIKJABB_03790"
"yfeX","","Dye-decolorizing peroxidase YfeX","2","2","1","95","1394","","","","899","899","899","JODDOAAB_01549","MDIKJABB_01453"
"group_2091","","hypothetical protein","2","2","1","95","338","","","","548","548","548","JODDOAAB_03271","MDIKJABB_04048"
"phnJ","","Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P lyase","2","2","1","91","337","","","","848","848","848","JODDOAAB_02484","MDIKJABB_02367"
"mltG","","Endolytic murein transglycosylase","2","2","1","93","127","","","","1022","1022","1022","JODDOAAB_03086","MDIKJABB_03928"
"sapB","","Putrescine export system permease protein SapB","2","2","1","95","267","","","","965","965","965","JODDOAAB_03727","MDIKJABB_03754"
"group_2095","","hypothetical protein","2","2","1","92","214","","","","1169","1169","1169","JODDOAAB_00612","MDIKJABB_02138"
"cbiT","","Cobalt-precorrin-6B C(15)-methyltransferase (decarboxylating)","2","2","1","94","188","","","","569","569","569","JODDOAAB_02720","MDIKJABB_02005"
"marA","","Multiple antibiotic resistance protein MarA","2","2","1","95","1110","","","","374","374","374","JODDOAAB_03944","MDIKJABB_03071"
"hemF","","Oxygen-dependent coproporphyrinogen-III oxidase","2","2","1","95","1389","","","","899","899","899","JODDOAAB_01554","MDIKJABB_01448"
"suhB_2","","Inositol-1-monophosphatase","2","2","1","95","1282","","","","803","803","803","JODDOAAB_01638","MDIKJABB_01311"
"dasC","","Diacetylchitobiose uptake system permease protein DasC","2","2","1","94","125","","","","143","902","522","JODDOAAB_02657","MDIKJABB_01943"
"ynjB","","Protein YnjB","2","2","1","95","187","","","","1178","1178","1178","JODDOAAB_03808","MDIKJABB_03829"
"nrdB","","Ribonucleoside-diphosphate reductase 1 subunit beta","2","2","1","95","1985","","","","1130","1130","1130","JODDOAAB_01419","MDIKJABB_01016"
"rnc","","Ribonuclease 3","2","2","1","95","1254","","","","680","680","680","JODDOAAB_01665","MDIKJABB_04083"
"selD","","Selenide, water dikinase","2","2","1","95","178","","","","1043","1043","1043","JODDOAAB_03817","MDIKJABB_04202"
"infB","","Translation initiation factor IF-2","2","2","1","94","738","","","","2690","2690","2690","JODDOAAB_04205","MDIKJABB_01613"
"xerC_7","","Tyrosine recombinase XerC","2","2","1","85","76","","","","740","740","740","JODDOAAB_05173","MDIKJABB_05216"
"sstT","","Serine/threonine transporter SstT","2","2","1","94","678","","","","1247","1247","1247","JODDOAAB_04805","MDIKJABB_01674"
"group_2106","namA_2","NADPH dehydrogenase","2","2","1","95","933","","","","1100","1100","1100","JODDOAAB_02280","MDIKJABB_05265"
"surA","","Chaperone SurA","2","2","1","94","1105","","","","1286","1286","1286","JODDOAAB_00860","MDIKJABB_00506"
"nuoI","","NADH-quinone oxidoreductase subunit I","2","2","1","95","2013","","","","542","542","542","JODDOAAB_01447","MDIKJABB_01044"
"group_2109","","hypothetical protein","2","2","1","95","448","","","","242","242","242","JODDOAAB_03030","MDIKJABB_02222"
"ynjC","","Inner membrane ABC transporter permease protein YnjC","2","2","1","95","186","","","","1244","1535","1389","JODDOAAB_03809","MDIKJABB_04194"
"dcuD","","Putative cryptic C4-dicarboxylate transporter DcuD","2","2","1","93","594","","","","1373","1373","1373","JODDOAAB_01298","MDIKJABB_00803"
"aaeB_2","","p-hydroxybenzoic acid efflux pump subunit AaeB","2","2","1","94","36","","","","1967","1967","1967","JODDOAAB_04132","MDIKJABB_01548"
"eno","","Enolase","2","2","1","94","257","","","","1298","1298","1298","JODDOAAB_02793","MDIKJABB_01735"
"rplP","","50S ribosomal protein L16","2","2","1","84","15","","","","410","410","410","JODDOAAB_05031","MDIKJABB_04929"
"group_2114","","hypothetical protein","2","2","1","94","345","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","107","107","107","JODDOAAB_03529","MDIKJABB_01823"
"ttuB_1","","Putative tartrate transporter","2","2","1","92","267","","","","1280","1280","1280","JODDOAAB_00559","MDIKJABB_02191"
"hscA","","Chaperone protein HscA","2","2","1","95","1289","","","","1850","1850","1850","JODDOAAB_01631","MDIKJABB_01318"
"ompR_1","","Transcriptional regulatory protein OmpR","2","2","1","92","54","","","","719","719","719","JODDOAAB_00422","MDIKJABB_01254"
"bhsA","","Multiple stress resistance protein BhsA","2","2","1","93","112","","","","257","257","257","JODDOAAB_03071","MDIKJABB_03943"
"sthA","","Soluble pyridine nucleotide transhydrogenase","2","2","1","89","56","","","","1400","1400","1400","JODDOAAB_04451","MDIKJABB_03585"
"group_212","","hypothetical protein","2","2","1","95","151","","","","311","311","311","JODDOAAB_03836","MDIKJABB_04228"
"rplA","","50S ribosomal protein L1","2","2","1","83","5","","","","704","704","704","JODDOAAB_04881","MDIKJABB_04627"
"rsuA","","Ribosomal small subunit pseudouridine synthase A","2","2","1","95","1959","","","","719","719","719","JODDOAAB_01382","MDIKJABB_00989"
"panF","","Sodium/pantothenate symporter","2","2","1","94","18","","","","1451","1451","1451","JODDOAAB_04114","MDIKJABB_01530"
"sdaC_2","","Serine transporter","2","2","1","93","298","","","","1289","1289","1289","JODDOAAB_03223","MDIKJABB_03963"
"macB","","Macrolide export ATP-binding/permease protein MacB","2","2","1","93","347","","","","1940","1940","1940","JODDOAAB_01039","MDIKJABB_03264"
"group_2125","","hypothetical protein","2","2","1","94","325","","","","410","410","410","JODDOAAB_03509","MDIKJABB_01803"
"manZ_3","","PTS system mannose-specific EIID component","2","2","1","95","1607","","","","851","851","851","JODDOAAB_01744","MDIKJABB_02747"
"sapD","","Peptide transport system ATP-binding protein SapD","2","2","1","95","265","","","","992","992","992","JODDOAAB_03729","MDIKJABB_03756"
"secY","","Protein translocase subunit SecY","2","2","1","84","28","","","","1331","1331","1331","JODDOAAB_05018","MDIKJABB_04916"
"hycA","","Formate hydrogenlyase regulatory protein HycA","2","2","1","94","318","","","","449","449","449","JODDOAAB_03502","MDIKJABB_01796"
"group_213","","hypothetical protein","2","2","1","95","1042","","","","239","239","239","JODDOAAB_03880","MDIKJABB_03385"
"amiD","","N-acetylmuramoyl-L-alanine amidase AmiD","2","2","1","93","359","","","","830","830","830","JODDOAAB_01051","MDIKJABB_03276"
"group_2131","","hypothetical protein","2","2","1","94","871","","","","491","491","491","JODDOAAB_00775","MDIKJABB_00410"
"yqgF","","Putative pre-16S rRNA nuclease","2","2","1","94","490","","","","416","416","416","JODDOAAB_04094","MDIKJABB_02476"
"tsf","","Elongation factor Ts","2","2","1","94","972","","","","851","851","851","JODDOAAB_00993","MDIKJABB_00639"
"phoQ","","Sensor protein PhoQ","2","2","1","95","2185","","","","1466","1466","1466","JODDOAAB_04615","MDIKJABB_04868"
"phoB","","Phosphate regulon transcriptional regulatory protein PhoB","2","2","1","93","935","","","","689","689","689","JODDOAAB_00255","MDIKJABB_00231"
"group_2136","","hypothetical protein","2","2","1","95","778","","","","581","581","581","JODDOAAB_02122","MDIKJABB_04585"
"copR","","Transcriptional activator protein CopR","2","2","1","95","79","","","","680","680","680","JODDOAAB_05090","MDIKJABB_02673"
"group_2138","","hypothetical protein","2","2","1","95","2171","","","","392","392","392","JODDOAAB_04604","MDIKJABB_04666"
"group_2139","","hypothetical protein","2","2","1","92","150","","","","854","854","854","JODDOAAB_00676","MDIKJABB_02071"
"hipB","","Antitoxin HipB","2","2","1","95","1056","","","","287","287","287","JODDOAAB_03894","MDIKJABB_03399"
"fabA","","3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase","2","2","1","93","280","","","","518","518","518","JODDOAAB_03205","MDIKJABB_03981"
"group_2141","","hypothetical protein","2","2","1","95","2106","","","","356","356","356","JODDOAAB_04540","MDIKJABB_04640"
"pheP","","Phenylalanine-specific permease","2","2","1","93","728","","","","1376","1376","1376","JODDOAAB_00052","MDIKJABB_00027"
"group_2143","","hypothetical protein","2","2","1","95","2259","","","","158","158","158","JODDOAAB_03368","MDIKJABB_04360"
"mraY","","Phospho-N-acetylmuramoyl-pentapeptide-transferase","2","2","1","94","1064","","","","1082","1082","1082","JODDOAAB_00901","MDIKJABB_00547"
"group_2145","","hypothetical protein","2","2","1","93","481","","","","212","212","212","JODDOAAB_01173","MDIKJABB_00677"
"ndhC","","NAD(P)H-quinone oxidoreductase subunit 3, chloroplastic","2","2","1","95","2020","","","","359","359","359","JODDOAAB_01454","MDIKJABB_01051"
"dhaL","","PEP-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL","2","2","1","94","657","","","","632","632","632","JODDOAAB_04784","MDIKJABB_01695"
"rpmD","","50S ribosomal protein L30","2","2","1","84","26","","","","179","179","179","JODDOAAB_05020","MDIKJABB_04918"
"cynR_1","","HTH-type transcriptional regulator CynR","2","2","1","95","1413","","","","926","926","926","JODDOAAB_01530","MDIKJABB_01472"
"uao","","Uric acid degradation bifunctional protein","2","2","1","95","1058","","","","500","500","500","JODDOAAB_03896","MDIKJABB_03401"
"group_2150","","hypothetical protein","2","2","1","93","4","","","","806","806","806","JODDOAAB_05065","MDIKJABB_00369"
"cusF_2","","Cation efflux system protein CusF","2","2","1","95","91","","","","353","353","353","JODDOAAB_05102","MDIKJABB_02685"
"group_2152","","hypothetical protein","2","2","1","95","1117","","","","1073","1073","1073","JODDOAAB_03951","MDIKJABB_03064"
"rplX","","50S ribosomal protein L24","2","2","1","84","19","","","","314","314","314","JODDOAAB_05027","MDIKJABB_04925"
"cdaR_1","","Carbohydrate diacid regulator","2","2","1","94","978","","","","1211","1211","1211","JODDOAAB_00987","MDIKJABB_00633"
"nrdR","","Transcriptional repressor NrdR","2","2","1","93","909","","","","449","449","449","JODDOAAB_00229","MDIKJABB_00205"
"dsrB","","Protein DsrB","2","2","1","95","1693","","","","191","191","191","JODDOAAB_01831","MDIKJABB_04680"
"ureA","","Urease subunit gamma","2","2","1","94","571","","","","302","302","302","JODDOAAB_04008","MDIKJABB_02553"
"group_2158","","hypothetical protein","2","2","1","73","7","","","","122","122","122","JODDOAAB_05336","MDIKJABB_05536"
"ftnA_2","","Bacterial non-heme ferritin","2","2","1","95","1676","","","","497","497","497","JODDOAAB_01811","MDIKJABB_04700"
"pobB","","Phenoxybenzoate dioxygenase subunit beta","2","2","1","95","1063","","","","974","974","974","JODDOAAB_03901","MDIKJABB_03406"
"group_2160","","hypothetical protein","2","2","1","94","489","","","","563","563","563","JODDOAAB_04095","MDIKJABB_02475"
"atpC","","ATP synthase epsilon chain","2","2","1","90","59","","","","419","419","419","JODDOAAB_04421","MDIKJABB_03434"
"rplI","","50S ribosomal protein L9","2","2","1","91","161","","","","449","449","449","JODDOAAB_02387","MDIKJABB_03164"
"yidA","","Sugar phosphatase YidA","2","2","1","90","84","","","","812","812","812","JODDOAAB_04396","MDIKJABB_03459"
"rsmA","","Ribosomal RNA small subunit methyltransferase A","2","2","1","94","1107","","","","821","821","821","JODDOAAB_00858","MDIKJABB_00504"
"pgi","","Glucose-6-phosphate isomerase","2","2","1","91","252","","","","1649","1649","1649","JODDOAAB_02567","MDIKJABB_02451"
"ppiC_1","","Peptidyl-prolyl cis-trans isomerase C","2","2","1","88","19","","","","281","281","281","JODDOAAB_04693","MDIKJABB_03667"
"metN2","","Methionine import ATP-binding protein MetN 2","2","2","1","95","1071","","","","791","791","791","JODDOAAB_03909","MDIKJABB_05428"
"group_2168","","hypothetical protein","2","2","1","94","112","","","","461","461","461","JODDOAAB_02644","MDIKJABB_01930"
"hisP","","Histidine transport ATP-binding protein HisP","2","2","1","95","2037","","","","773","773","773","JODDOAAB_01471","MDIKJABB_01068"
"group_217","","hypothetical protein","2","2","1","95","1066","","","","488","755","621","JODDOAAB_03904","MDIKJABB_03409"
"map_1","","Methionine aminopeptidase","2","2","1","94","974","","","","794","794","794","JODDOAAB_00991","MDIKJABB_00637"
"pspC","","Phage shock protein C","2","2","1","95","277","","","","359","359","359","JODDOAAB_03717","MDIKJABB_05192"
"creC","","Sensor protein CreC","2","2","1","94","912","","","","1424","1424","1424","JODDOAAB_00819","MDIKJABB_00454"
"mpl","","UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase","2","2","1","91","132","","","","1373","1373","1373","JODDOAAB_02359","MDIKJABB_03134"
"mliC","","Membrane-bound lysozyme inhibitor of C-type lysozyme","2","2","1","95","712","","","","359","359","359","JODDOAAB_02056","MDIKJABB_02938"
"group_2175","","hypothetical protein","2","2","1","95","61","","","","269","269","269","JODDOAAB_05209","MDIKJABB_02655"
"livF_3","","High-affinity branched-chain amino acid transport ATP-binding protein LivF","2","2","1","93","459","","","","722","722","722","JODDOAAB_01151","MDIKJABB_04308"
"pdeC_2","","putative cyclic di-GMP phosphodiesterase PdeC","2","2","1","95","104","","","","836","836","836","JODDOAAB_05283","MDIKJABB_02698"
"ywrO","","General stress protein 14","2","2","1","92","15","","","","560","560","560","JODDOAAB_00384","MDIKJABB_01293"
"group_2179","","hypothetical protein","2","2","1","95","664","","","","527","527","527","JODDOAAB_02005","MDIKJABB_02887"
"group_218","","hypothetical protein","2","2","1","95","1075","","","","512","1169","840","JODDOAAB_03913","MDIKJABB_05424"
"dksA_1","","RNA polymerase-binding transcription factor DksA","2","2","1","94","1010","","","","455","455","455","JODDOAAB_00955","MDIKJABB_00601"
"group_2181","","hypothetical protein","2","2","1","95","1068","","","","263","263","263","JODDOAAB_03906","MDIKJABB_05431"
"rpsN","","30S ribosomal protein S14","2","2","1","84","21","","","","305","305","305","JODDOAAB_05025","MDIKJABB_04923"
"yggX","","putative Fe(2+)-trafficking protein","2","2","1","94","505","","","","275","275","275","JODDOAAB_04079","MDIKJABB_02491"
"chaB","","Putative cation transport regulator ChaB","2","2","1","95","446","","","","230","230","230","JODDOAAB_03032","MDIKJABB_02220"
"fetB","","putative iron export permease protein FetB","2","2","1","93","804","","","","782","782","782","JODDOAAB_00124","MDIKJABB_00101"
"hdfR_1","","HTH-type transcriptional regulator HdfR","2","2","1","92","127","","","","1226","1226","1226","JODDOAAB_00698","MDIKJABB_05300"
"rutB_1","","Peroxyureidoacrylate/ureidoacrylate amidohydrolase RutB","2","2","1","93","957","","","","533","533","533","JODDOAAB_00277","MDIKJABB_00253"
"tomB","","Hha toxicity modulator TomB","2","2","1","93","831","","","","374","374","374","JODDOAAB_00151","MDIKJABB_00128"
"nqrA","","Na(+)-translocating NADH-quinone reductase subunit A","2","2","1","93","18","","","","1343","1343","1343","JODDOAAB_05050","MDIKJABB_00354"
"group_219","","hypothetical protein","2","2","1","95","1083","","","","194","194","194","JODDOAAB_03921","MDIKJABB_03096"
"ssuB_1","","Aliphatic sulfonates import ATP-binding protein SsuB","2","2","1","95","890","","","","728","728","728","JODDOAAB_02240","MDIKJABB_04111"
"yiaB","","Inner membrane protein YiaB","2","2","1","92","254","","","","371","371","371","JODDOAAB_00574","MDIKJABB_02178"
"xseB","","Exodeoxyribonuclease 7 small subunit","2","2","1","93","900","","","","242","242","242","JODDOAAB_00220","MDIKJABB_00196"
"pncB","","Nicotinate phosphoribosyltransferase","2","2","1","93","295","","","","1238","1238","1238","JODDOAAB_03220","MDIKJABB_03966"
